# header:
#   title: Sc45(n,urr) URR parameter at 9.000000E-01 MeV
#   source: TALYS-2.2
#   user: Arjan Koning
#   date: 2026-01-14
#   format: YANDF-0.4
# target:
#   Z: 21
#   A: 45
#   nuclide: Sc45
# reaction:
#   type: (n,urr)
#   parameters:
#     neutron separation energy [MeV]:  8.760639E+00
#     thermal capture cross section [mb]:  2.627000E+04
#   quantity:
#     type: URR parameter
#     E-incident [MeV]:  9.000000E-01
#     potential scattering radius [fm]:  2.922766E+00
#   datablock:
#     columns: 13
#     entries: 101
##       l              J              P            D(l)          D(l,J)          S(l)          S(l,J)         Gx(l,J)        Gn(l,J)        Gg(l,J)        Gf(l,J)        Gp(l,J)        Ga(l,J)
##      []             []             []            [eV]           [eV]            []             []            [eV]           [eV]           [eV]           [eV]           [eV]           [eV]
        0              3.0             -1       7.208818E+02   1.359207E+03   1.408990E+00   1.408990E+00   1.912273E+02   1.915109E-01   6.265011E-01   0.000000E+00   5.843198E-01   0.000000E+00
        0              4.0             -1       7.208818E+02   1.534997E+03   1.408990E+00   1.408990E+00   2.694539E+01   2.162795E-01   5.672071E-01   0.000000E+00   5.073792E-01   0.000000E+00
        1              2.0              1       3.873164E+02   1.438597E+03   5.918287E-01   5.517225E-01   3.856142E+02   7.937063E-02   6.394578E-01   0.000000E+00   4.680431E-01   0.000000E+00
        1              3.0              1       3.873164E+02   1.359207E+03   5.918287E-01   6.319349E-01   1.944316E+02   8.589306E-02   6.244171E-01   0.000000E+00   8.302813E-01   0.000000E+00
        1              4.0              1       3.873164E+02   1.534997E+03   5.918287E-01   6.319349E-01   4.065316E+01   9.700181E-02   5.399330E-01   0.000000E+00   7.774730E-01   0.000000E+00
        1              5.0              1       3.873164E+02   2.001774E+03   5.918287E-01   5.517225E-01   4.140552E+00   1.104423E-01   4.794447E-01   0.000000E+00   3.249221E-01   0.000000E+00
        2              1.0             -1       2.922379E+02   1.989779E+03   2.644032E+00   3.230834E+00   3.021463E+02   6.428645E-01   6.445455E-01   0.000000E+00   4.532177E-02   0.000000E+00
        2              2.0             -1       2.922379E+02   1.438597E+03   2.644032E+00   2.350632E+00   3.758988E+02   3.381612E-01   6.168244E-01   0.000000E+00   1.898791E-01   0.000000E+00
        2              3.0             -1       2.922379E+02   1.359207E+03   2.644032E+00   2.350632E+00   1.843418E+02   3.194996E-01   6.265011E-01   0.000000E+00   5.841291E-01   0.000000E+00
        2              4.0             -1       2.922379E+02   1.534997E+03   2.644032E+00   2.350632E+00   2.625658E+01   3.608212E-01   5.672071E-01   0.000000E+00   5.067614E-01   0.000000E+00
        2              5.0             -1       2.922379E+02   2.001774E+03   2.644032E+00   2.350632E+00   1.202718E+00   4.705433E-01   5.437111E-01   0.000000E+00   6.004765E-02   0.000000E+00
        2              6.0             -1       2.922379E+02   2.963558E+03   2.644032E+00   3.230834E+00   2.992880E-02   9.574763E-01   4.397219E-01   0.000000E+00   4.433164E-02   0.000000E+00
# header:
#   title: Sc45(n,urr) URR parameter at 1.000000E+00 MeV
#   source: TALYS-2.2
#   user: Arjan Koning
#   date: 2026-01-14
#   format: YANDF-0.4
# target:
#   Z: 21
#   A: 45
#   nuclide: Sc45
# reaction:
#   type: (n,urr)
#   parameters:
#     neutron separation energy [MeV]:  8.760639E+00
#     thermal capture cross section [mb]:  2.627000E+04
#   quantity:
#     type: URR parameter
#     E-incident [MeV]:  1.000000E+00
#     potential scattering radius [fm]:  3.011843E+00
#   datablock:
#     columns: 13
#     entries: 101
